name,dex,gen,region,type1,type2,color_primary,color_secondary,abilities,genus,shape,habitat,evo,family,stage,gender,legendary,mythical,baby,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,egg_groups,stat_standouts,arch,sprite,moves,lore,mythology,location,trainer,role,other,well_known
Spheal,363,3,Hoenn,ice,water,blue,,"Thick Fat, Ice Body, Oblivious",Clap Pokémon,fish,sea,none,Spheal,0,both,False,False,False,70,40,50,55,50,25,39.5,0.8,"water1, ground",,,,,,,,,,,0
Sealeo,364,3,Hoenn,ice,water,blue,,"Thick Fat, Ice Body, Oblivious",Ball Roll Pokémon,fish,sea,level,Spheal,1,both,False,False,False,90,60,70,75,70,45,87.6,1.1,"water1, ground",,,,,,,,,,,0
Walrein,365,3,Hoenn,ice,water,blue,,"Thick Fat, Ice Body, Oblivious",Ice Break Pokémon,quadruped,sea,level,Spheal,2,both,False,False,False,110,80,90,95,90,65,150.6,1.4,"water1, ground",tanky,,,,,,,,,,0
Clamperl,366,3,Hoenn,water,,blue,,"Shell Armor, Rattled",Bivalve Pokémon,ball,sea,none,Clamperl,0,both,False,False,False,35,64,85,74,55,32,52.5,0.4,water1,,,,,,,,,,,0
Huntail,367,3,Hoenn,water,,blue,,"Swift Swim, Water Veil",Deep Sea Pokémon,squiggle,sea,trade,Clamperl,1,both,False,False,False,55,104,105,94,75,52,27.0,1.7,water1,,,,,,,,,,,0
Gorebyss,368,3,Hoenn,water,,pink,,"Swift Swim, Hydration",South Sea Pokémon,squiggle,sea,trade,Clamperl,1,both,False,False,False,55,84,105,114,75,52,22.6,1.8,water1,,,,,,,,,,,0
Relicanth,369,3,Hoenn,water,rock,gray,,"Swift Swim, Rock Head, Sturdy",Longevity Pokémon,fish,sea,none,Relicanth,0,both,False,False,False,100,90,130,45,65,55,23.4,1.0,"water1, water2",tanky,,,,,,,,,,0
Luvdisc,370,3,Hoenn,water,,pink,,"Swift Swim, Hydration",Rendezvous Pokémon,fish,sea,none,Luvdisc,0,both,False,False,False,43,30,55,40,65,97,8.7,0.6,water2,,,,,,,,,,,0
Bagon,371,3,Hoenn,dragon,,blue,,"Rock Head, Sheer Force",Rock Head Pokémon,humanoid,rough-terrain,none,Bagon,0,both,False,False,False,45,75,60,40,30,50,42.1,0.6,dragon,,,,,,,,,,,0
Shelgon,372,3,Hoenn,dragon,,white,,"Rock Head, Overcoat",Endurance Pokémon,quadruped,rough-terrain,level,Bagon,1,both,False,False,False,65,95,100,60,50,50,110.5,1.1,dragon,,,,,,,,,,,0
Salamence,373,3,Hoenn,dragon,flying,blue,,"Intimidate, Moxie",Dragon Pokémon,quadruped,rough-terrain,level,Bagon,2,both,False,False,False,95,135,80,110,80,100,102.6,1.5,dragon,"fast, atk",dragon,"crescent, wings",hyper-beam,,,,,"pseudo, mega",,1
Beldum,374,3,Hoenn,steel,psychic,blue,,"Clear Body, Light Metal",Iron Ball Pokémon,blob,rough-terrain,none,Beldum,0,genderless,False,False,False,40,55,80,35,60,30,95.2,0.6,mineral,,,,,,,,,,,0
Metang,375,3,Hoenn,steel,psychic,blue,,"Clear Body, Light Metal",Iron Claw Pokémon,arms,rough-terrain,level,Beldum,1,genderless,False,False,False,60,75,100,55,80,50,202.5,1.2,mineral,,,,,,,,,,,0
Metagross,376,3,Hoenn,steel,psychic,blue,,"Clear Body, Light Metal",Iron Leg Pokémon,heads,rough-terrain,level,Beldum,2,genderless,False,False,False,80,135,130,95,90,70,550.0,1.6,mineral,"atk, tanky, heavy",,"legs, x-face",,,,,,"pseudo, mega",,1
Regirock,377,3,Hoenn,rock,,brown,,"Clear Body, Sturdy",Rock Peak Pokémon,humanoid,cave,none,Regirock,0,genderless,True,False,False,80,100,200,50,100,50,230.0,1.7,no-eggs,tanky,,,,,,,,legendary,,1
Regice,378,3,Hoenn,ice,,blue,,"Clear Body, Ice Body",Iceberg Pokémon,humanoid,cave,none,Regice,0,genderless,True,False,False,80,50,100,100,200,50,175.0,1.8,no-eggs,,,,,,,,,legendary,,1
Registeel,379,3,Hoenn,steel,,gray,,"Clear Body, Light Metal",Iron Pokémon,humanoid,cave,none,Registeel,0,genderless,True,False,False,80,75,150,75,150,50,205.0,1.9,no-eggs,tanky,,,,,,,,legendary,,1
Latias,380,3,Hoenn,dragon,psychic,red,,Levitate,Eon Pokémon,wings,waters-edge,none,Latias,0,female-only,True,False,False,80,80,90,110,130,110,40.0,1.4,no-eggs,fast,,,,,,,,legendary,,1
Latios,381,3,Hoenn,dragon,psychic,blue,,Levitate,Eon Pokémon,wings,waters-edge,none,Latios,0,male-only,True,False,False,80,90,80,130,110,110,60.0,2.0,no-eggs,"fast, spatk",,,,,,,,legendary,,1
Kyogre,382,3,Hoenn,water,,blue,,Drizzle,Sea Basin Pokémon,fish,sea,none,Kyogre,0,genderless,True,False,False,100,100,90,150,140,90,352.0,4.5,no-eggs,"spatk, tanky, heavy",,,,,,,,legendary,,1
Groudon,383,3,Hoenn,ground,,red,,Drought,Continent Pokémon,upright,rough-terrain,none,Groudon,0,genderless,True,False,False,100,150,140,100,90,90,950.0,3.5,no-eggs,"atk, tanky, heavy",,,,,,,,legendary,,1
Rayquaza,384,3,Hoenn,dragon,flying,green,,Air Lock,Sky High Pokémon,squiggle,rare,none,Rayquaza,0,genderless,True,False,False,105,150,90,150,90,95,206.5,7.0,no-eggs,"atk, spatk, tanky","serpent, dragon","sky, ozone",,,,,,"legendary, mega",,1
Jirachi,385,3,Hoenn,steel,psychic,yellow,,Serene Grace,Wish Pokémon,humanoid,mountain,none,Jirachi,0,genderless,False,True,False,100,100,100,100,100,100,1.1,0.3,no-eggs,"fast, tanky, light",,,,,,,,mythical,,1
Deoxys,386,3,Hoenn,psychic,,red,,Pressure,DNA Pokémon,humanoid,rare,none,Deoxys,0,genderless,False,True,False,50,150,50,150,50,150,60.8,1.7,no-eggs,"fast, atk, spatk",,,,,,,,mythical,,1
Turtwig,387,4,Sinnoh,grass,,green,,"Overgrow, Shell Armor",Tiny Leaf Pokémon,quadruped,,none,Turtwig,0,both,False,False,False,55,68,64,45,55,31,10.2,0.4,"monster, plant",,,,,,,,,,,0
Grotle,388,4,Sinnoh,grass,,green,,"Overgrow, Shell Armor",Grove Pokémon,quadruped,,level,Turtwig,1,both,False,False,False,75,89,85,55,65,36,97.0,1.1,"monster, plant",,,,,,,,,,,0
Torterra,389,4,Sinnoh,grass,ground,green,,"Overgrow, Shell Armor",Continent Pokémon,quadruped,,level,Turtwig,2,both,False,False,False,95,109,105,75,85,56,310.0,2.2,"monster, plant",heavy,"turtle, tortoise","tree, shell",earthquake,,,,,starter,,1
Chimchar,390,4,Sinnoh,fire,,brown,,"Blaze, Iron Fist",Chimp Pokémon,upright,,none,Chimchar,0,both,False,False,False,44,58,44,58,44,61,6.2,0.5,"ground, humanshape",,,,,,,,,,,0
Monferno,391,4,Sinnoh,fire,fighting,brown,,"Blaze, Iron Fist",Playful Pokémon,upright,,level,Chimchar,1,both,False,False,False,64,78,52,78,52,81,22.0,0.9,"ground, humanshape",,,,,,,,,,,0
Infernape,392,4,Sinnoh,fire,fighting,brown,,"Blaze, Iron Fist",Flame Pokémon,upright,,level,Chimchar,2,both,False,False,False,76,104,71,104,71,108,55.0,1.2,"ground, humanshape",fast,"primate, monkey","flame-head, fists",,,,,,starter,,1
Piplup,393,4,Sinnoh,water,,blue,,"Torrent, Competitive",Penguin Pokémon,humanoid,,none,Piplup,0,both,False,False,False,53,51,53,61,56,40,5.2,0.4,"water1, ground",,,,,,,,,,,0
Prinplup,394,4,Sinnoh,water,,blue,,"Torrent, Competitive",Penguin Pokémon,upright,,level,Piplup,1,both,False,False,False,64,66,68,81,76,50,23.0,0.8,"water1, ground",,,,,,,,,,,0
Empoleon,395,4,Sinnoh,water,steel,blue,,"Torrent, Competitive",Emperor Pokémon,upright,,level,Piplup,2,both,False,False,False,84,86,88,111,101,60,84.5,1.7,"water1, ground",,"bird, penguin",trident,,"emperor, royalty",,,,starter,,1
Starly,396,4,Sinnoh,normal,flying,brown,,"Keen Eye, Reckless",Starling Pokémon,wings,,none,Starly,0,both,False,False,False,40,55,30,30,30,60,2.0,0.3,flying,light,,,,,,,,,,0
Staravia,397,4,Sinnoh,normal,flying,brown,,"Intimidate, Reckless",Starling Pokémon,wings,,level,Starly,1,both,False,False,False,55,75,50,40,40,80,15.5,0.6,flying,,,,,,,,,,,0
Staraptor,398,4,Sinnoh,normal,flying,brown,,"Intimidate, Reckless",Predator Pokémon,wings,,level,Starly,2,both,False,False,False,85,120,70,50,60,100,24.9,1.2,flying,"fast, atk","bird, raptor","hawk-crest, talons",fly,,,,,,,1
Bidoof,399,4,Sinnoh,normal,,brown,,"Simple, Unaware, Moody",Plump Mouse Pokémon,quadruped,,none,Bidoof,0,both,False,False,False,59,45,40,35,40,31,20.0,0.5,"water1, ground",,,,,,,,,,,0
Bibarel,400,4,Sinnoh,normal,water,brown,,"Simple, Unaware, Moody",Beaver Pokémon,upright,,level,Bidoof,1,both,False,False,False,79,85,60,55,60,71,31.5,1.0,"water1, ground",,,,,,,,,,,0
Kricketot,401,4,Sinnoh,bug,,red,,"Shed Skin, Run Away",Cricket Pokémon,humanoid,,none,Kricketot,0,both,False,False,False,37,25,41,25,41,25,2.2,0.3,bug,light,,,,,,,,,,0
Kricketune,402,4,Sinnoh,bug,,red,,"Swarm, Technician",Cricket Pokémon,bug-wings,,level,Kricketot,1,both,False,False,False,77,85,51,55,51,65,25.5,1.0,bug,,,,,,,,,,,0
Shinx,403,4,Sinnoh,electric,,blue,,"Rivalry, Intimidate, Guts",Flash Pokémon,quadruped,,none,Shinx,0,both,False,False,False,45,65,34,40,34,45,9.5,0.5,ground,,,,,,,,,,,0
Luxio,404,4,Sinnoh,electric,,blue,,"Rivalry, Intimidate, Guts",Spark Pokémon,quadruped,,level,Shinx,1,both,False,False,False,60,85,49,60,49,60,30.5,0.9,ground,,,,,,,,,,,0
Luxray,405,4,Sinnoh,electric,,blue,,"Rivalry, Intimidate, Guts",Gleam Eyes Pokémon,quadruped,,level,Shinx,2,both,False,False,False,80,120,79,95,79,70,42.0,1.4,ground,atk,"feline, lion","mane, x-ray-eyes",,intimidate,,,,,,1
Budew,406,4,Sinnoh,grass,poison,green,,"Natural Cure, Poison Point, Leaf Guard",Bud Pokémon,humanoid,,none,Budew,0,both,False,False,True,40,30,35,50,70,55,1.2,0.2,no-eggs,light,,,,,,,,baby,,0
Roserade,407,4,Sinnoh,grass,poison,green,,"Natural Cure, Poison Point, Technician",Bouquet Pokémon,humanoid,,stone,Budew,2,both,False,False,False,60,70,65,125,105,90,14.5,0.9,"fairy, plant",spatk,,"bouquet, masquerade, thorns",,,,,,,,1
Cranidos,408,4,Sinnoh,rock,,blue,,"Mold Breaker, Sheer Force",Head Butt Pokémon,upright,,none,Cranidos,0,both,False,False,False,67,125,40,30,30,58,31.5,0.9,monster,atk,,,,,,,,,,0
Rampardos,409,4,Sinnoh,rock,,blue,,"Mold Breaker, Sheer Force",Head Butt Pokémon,upright,,level,Cranidos,1,both,False,False,False,97,165,60,65,50,58,102.5,1.6,monster,atk,dinosaur,"skull, headbutt",,,,,,fossil,,0
Shieldon,410,4,Sinnoh,rock,steel,gray,,"Sturdy, Soundproof",Shield Pokémon,quadruped,,none,Shieldon,0,both,False,False,False,30,42,118,42,88,30,57.0,0.5,monster,tanky,,,,,,,,,,0
Bastiodon,411,4,Sinnoh,rock,steel,gray,,"Sturdy, Soundproof",Shield Pokémon,quadruped,,level,Shieldon,1,both,False,False,False,60,52,168,47,138,30,149.5,1.3,monster,tanky,dinosaur,"shield-face, wall",,,,,,fossil,,0
Burmy,412,4,Sinnoh,bug,,green,,"Shed Skin, Overcoat",Bagworm Pokémon,blob,,none,Burmy,0,both,False,False,False,40,29,45,29,45,36,3.4,0.2,bug,,,,,,,,,,,0
Wormadam,413,4,Sinnoh,bug,grass,green,,"Anticipation, Overcoat",Bagworm Pokémon,blob,,level,Burmy,1,female-only,False,False,False,60,59,85,79,105,36,6.5,0.5,bug,,,,,,,,,,,0
Mothim,414,4,Sinnoh,bug,flying,yellow,,"Swarm, Tinted Lens",Moth Pokémon,bug-wings,,level,Burmy,1,male-only,False,False,False,70,94,50,94,50,66,23.3,0.9,bug,,,,,,,,,,,0
Combee,415,4,Sinnoh,bug,flying,yellow,,"Honey Gather, Hustle",Tiny Bee Pokémon,heads,,none,Combee,0,both,False,False,False,30,30,42,30,42,70,5.5,0.3,bug,,,,,,,,,,,0
Vespiquen,416,4,Sinnoh,bug,flying,yellow,,"Pressure, Unnerve",Beehive Pokémon,bug-wings,,level,Combee,1,female-only,False,False,False,70,80,102,80,102,40,38.5,1.2,bug,,,,,,,,,,,0
Pachirisu,417,4,Sinnoh,electric,,white,,"Run Away, Pickup, Volt Absorb",EleSquirrel Pokémon,quadruped,,none,Pachirisu,0,both,False,False,False,60,45,70,45,90,95,3.9,0.4,"ground, fairy",,,,,,,,,,,0
Buizel,418,4,Sinnoh,water,,brown,,"Swift Swim, Water Veil",Sea Weasel Pokémon,quadruped,,none,Buizel,0,both,False,False,False,55,65,35,60,30,85,29.5,0.7,"water1, ground",,,,,,,,,,,0
Floatzel,419,4,Sinnoh,water,,brown,,"Swift Swim, Water Veil",Sea Weasel Pokémon,quadruped,,level,Buizel,1,both,False,False,False,85,105,55,85,50,115,33.5,1.1,"water1, ground",fast,,,,,,,,,,0
Cherubi,420,4,Sinnoh,grass,,pink,,Chlorophyll,Cherry Pokémon,heads,,none,Cherubi,0,both,False,False,False,45,35,45,62,53,35,3.3,0.4,"fairy, plant",,,,,,,,,,,0
Cherrim,421,4,Sinnoh,grass,,purple,,Flower Gift,Blossom Pokémon,legs,,level,Cherubi,1,both,False,False,False,70,60,70,87,78,85,9.3,0.5,"fairy, plant",,,,,,,,,,,0
Shellos,422,4,Sinnoh,water,,purple,,"Sticky Hold, Storm Drain, Sand Force",Sea Slug Pokémon,squiggle,,none,Shellos,0,both,False,False,False,76,48,48,57,62,34,6.3,0.3,"water1, indeterminate",,,,,,,,,,,0
Gastrodon,423,4,Sinnoh,water,ground,purple,,"Sticky Hold, Storm Drain, Sand Force",Sea Slug Pokémon,squiggle,,level,Shellos,1,both,False,False,False,111,83,68,92,82,39,29.9,0.9,"water1, indeterminate",,,,,,,,,,,0
Ambipom,424,4,Sinnoh,normal,,purple,,"Technician, Pickup, Skill Link",Long Tail Pokémon,upright,,level,Aipom,1,both,False,False,False,75,100,66,60,66,115,20.3,1.2,ground,fast,,,,,,,,,,0
Drifloon,425,4,Sinnoh,ghost,flying,purple,,"Aftermath, Unburden, Flare Boost",Balloon Pokémon,arms,,none,Drifloon,0,both,False,False,False,90,50,34,60,44,70,1.2,0.4,indeterminate,light,,,,,,,,,,0
Drifblim,426,4,Sinnoh,ghost,flying,purple,,"Aftermath, Unburden, Flare Boost",Blimp Pokémon,arms,,level,Drifloon,1,both,False,False,False,150,80,44,90,54,80,15.0,1.2,indeterminate,,,,,,,,,,,0
Buneary,427,4,Sinnoh,normal,,brown,,"Run Away, Klutz, Limber",Rabbit Pokémon,upright,,none,Buneary,0,both,False,False,False,55,66,44,44,56,85,5.5,0.4,"ground, humanshape",,,,,,,,,,,0
Lopunny,428,4,Sinnoh,normal,,brown,,"Cute Charm, Klutz, Limber",Rabbit Pokémon,upright,,friendship,Buneary,1,both,False,False,False,65,76,84,54,96,105,33.3,1.2,"ground, humanshape",fast,,,,,,,,,,0
Mismagius,429,4,Sinnoh,ghost,,purple,,Levitate,Magical Pokémon,ball,,stone,Misdreavus,1,both,False,False,False,60,60,60,105,105,105,4.4,0.9,indeterminate,fast,,"witch-hat, hex",,levitate,folklore,,,,,1
Honchkrow,430,4,Sinnoh,dark,flying,black,,"Insomnia, Super Luck, Moxie",Big Boss Pokémon,wings,,stone,Murkrow,1,both,False,False,False,100,125,52,105,52,71,27.3,0.9,flying,atk,"bird, corvid","crow, hat",,boss,,,,,,0
Glameow,431,4,Sinnoh,normal,,gray,,"Limber, Own Tempo, Keen Eye",Catty Pokémon,quadruped,,none,Glameow,0,both,False,False,False,49,55,42,42,37,85,3.9,0.5,ground,,,,,,,,,,,0
Purugly,432,4,Sinnoh,normal,,gray,,"Thick Fat, Own Tempo, Defiant",Tiger Cat Pokémon,quadruped,,level,Glameow,1,both,False,False,False,71,82,64,64,59,112,43.8,1.0,ground,fast,,,,,,,,,,0
Chingling,433,4,Sinnoh,psychic,,yellow,,Levitate,Bell Pokémon,humanoid,,none,Chingling,0,both,False,False,True,45,30,50,65,50,45,0.6,0.2,no-eggs,light,,,,,,,,baby,,0
Stunky,434,4,Sinnoh,poison,dark,purple,,"Stench, Aftermath, Keen Eye",Skunk Pokémon,quadruped,,none,Stunky,0,both,False,False,False,63,63,47,41,41,74,19.2,0.4,ground,,,,,,,,,,,0
Skuntank,435,4,Sinnoh,poison,dark,purple,,"Stench, Aftermath, Keen Eye",Skunk Pokémon,quadruped,,level,Stunky,1,both,False,False,False,103,93,67,71,61,84,38.0,1.0,ground,,,,,,,,,,,0
Bronzor,436,4,Sinnoh,steel,psychic,green,,"Levitate, Heatproof, Heavy Metal",Bronze Pokémon,ball,,none,Bronzor,0,genderless,False,False,False,57,24,86,24,86,23,60.5,0.5,mineral,,,,,,,,,,,0
Bronzong,437,4,Sinnoh,steel,psychic,green,,"Levitate, Heatproof, Heavy Metal",Bronze Bell Pokémon,arms,,level,Bronzor,1,genderless,False,False,False,67,89,116,79,116,33,187.0,1.3,mineral,tanky,,,,,,,,,,0
Bonsly,438,4,Sinnoh,rock,,brown,,"Sturdy, Rock Head, Rattled",Bonsai Pokémon,legs,,none,Bonsly,0,both,False,False,True,50,80,95,10,45,10,15.0,0.5,no-eggs,,,,,,,,,baby,,0
Mime Jr.,439,4,Sinnoh,psychic,fairy,pink,,"Soundproof, Filter, Technician",Mime Pokémon,humanoid,,none,Mime Jr.,0,both,False,False,True,20,25,45,70,90,60,13.0,0.6,no-eggs,,,,,,,,,baby,,0
Happiny,440,4,Sinnoh,normal,,pink,,"Natural Cure, Serene Grace, Friend Guard",Playhouse Pokémon,humanoid,,none,Happiny,0,female-only,False,False,True,100,5,5,15,65,30,24.4,0.6,no-eggs,,,,,,,,,baby,,0
Chatot,441,4,Sinnoh,normal,flying,black,,"Keen Eye, Tangled Feet, Big Pecks",Music Note Pokémon,wings,,none,Chatot,0,both,False,False,False,76,65,45,92,42,91,1.9,0.5,flying,light,,,,,,,,,,0
Spiritomb,442,4,Sinnoh,ghost,dark,purple,,"Pressure, Infiltrator",Forbidden Pokémon,blob,,none,Spiritomb,0,both,False,False,False,50,92,108,92,108,35,108.0,1.0,indeterminate,,,keystone,,,"108-souls, folklore, forbidden",,,,,1
Gible,443,4,Sinnoh,dragon,ground,blue,,"Sand Veil, Rough Skin",Land Shark Pokémon,upright,,none,Gible,0,both,False,False,False,58,70,45,40,45,42,20.5,0.7,"monster, dragon",,,,,,,,,,,0
Gabite,444,4,Sinnoh,dragon,ground,blue,,"Sand Veil, Rough Skin",Cave Pokémon,upright,,level,Gible,1,both,False,False,False,68,90,65,50,55,82,56.0,1.4,"monster, dragon",,,,,,,,,,,0
Garchomp,445,4,Sinnoh,dragon,ground,blue,,"Sand Veil, Rough Skin",Mach Pokémon,upright,,level,Gible,2,both,False,False,False,108,130,95,80,85,102,95.0,1.9,"monster, dragon","fast, atk, tanky","shark, dragon","fins, jet",earthquake,,,,,"pseudo, mega",,1
Munchlax,446,4,Sinnoh,normal,,black,,"Pickup, Thick Fat, Gluttony",Big Eater Pokémon,humanoid,,none,Munchlax,0,both,False,False,True,135,85,40,40,85,5,105.0,0.6,no-eggs,,,,,,,,,baby,,0
Riolu,447,4,Sinnoh,fighting,,blue,,"Steadfast, Inner Focus, Prankster",Emanation Pokémon,upright,,none,Riolu,0,both,False,False,True,40,70,40,35,40,60,20.2,0.7,no-eggs,,,,,,,,,baby,,0
Lucario,448,4,Sinnoh,fighting,steel,blue,,"Steadfast, Inner Focus, Justified",Aura Pokémon,upright,,friendship,Riolu,1,both,False,False,False,70,110,70,115,70,90,54.0,1.2,"ground, humanshape",,"canine, jackal","aura, jackal",,,,,,mega,,1
Hippopotas,449,4,Sinnoh,ground,,brown,,"Sand Stream, Sand Force",Hippo Pokémon,quadruped,,none,Hippopotas,0,both,False,False,False,68,72,78,38,42,32,49.5,0.8,ground,,,,,,,,,,,0
Hippowdon,450,4,Sinnoh,ground,,brown,,"Sand Stream, Sand Force",Heavyweight Pokémon,quadruped,,level,Hippopotas,1,both,False,False,False,108,112,118,68,72,47,300.0,2.0,ground,"tanky, heavy","pachyderm, hippo","sandstorm, jaws",earthquake,,,,,,,0
Skorupi,451,4,Sinnoh,poison,bug,purple,,"Battle Armor, Sniper, Keen Eye",Scorpion Pokémon,armor,,none,Skorupi,0,both,False,False,False,40,50,90,30,55,65,12.0,0.8,"bug, water3",,,,,,,,,,,0
Drapion,452,4,Sinnoh,poison,dark,purple,,"Battle Armor, Sniper, Keen Eye",Ogre Scorpion Pokémon,armor,,level,Skorupi,1,both,False,False,False,70,90,110,60,75,95,61.5,1.3,"bug, water3",tanky,"arachnid, scorpion","pincers, claws",,,,,,,,0
Croagunk,453,4,Sinnoh,poison,fighting,blue,,"Anticipation, Dry Skin, Poison Touch",Toxic Mouth Pokémon,humanoid,,none,Croagunk,0,both,False,False,False,48,61,40,61,40,50,23.0,0.7,humanshape,,,,,,,,,,,0
Toxicroak,454,4,Sinnoh,poison,fighting,blue,,"Anticipation, Dry Skin, Poison Touch",Toxic Mouth Pokémon,humanoid,,level,Croagunk,1,both,False,False,False,83,106,65,86,65,85,44.4,1.3,humanshape,,,,,,,,,,,0
Carnivine,455,4,Sinnoh,grass,,green,,Levitate,Bug Catcher Pokémon,tentacles,,none,Carnivine,0,both,False,False,False,74,100,72,90,72,46,27.0,1.4,plant,,,,,,,,,,,0
Finneon,456,4,Sinnoh,water,,blue,,"Swift Swim, Storm Drain, Water Veil",Wing Fish Pokémon,fish,,none,Finneon,0,both,False,False,False,49,49,56,49,61,66,7.0,0.4,water2,,,,,,,,,,,0
Lumineon,457,4,Sinnoh,water,,blue,,"Swift Swim, Storm Drain, Water Veil",Neon Pokémon,fish,,level,Finneon,1,both,False,False,False,69,69,76,69,86,91,24.0,1.2,water2,,fish,"fins, glow, neon",,,,,,,,0
Mantyke,458,4,Sinnoh,water,flying,blue,,"Swift Swim, Water Absorb, Water Veil",Kite Pokémon,wings,,none,Mantyke,0,both,False,False,True,45,20,50,60,120,50,65.0,1.0,no-eggs,,,,,,,,,baby,,0
Snover,459,4,Sinnoh,grass,ice,white,,"Snow Warning, Soundproof",Frost Tree Pokémon,upright,,none,Snover,0,both,False,False,False,60,62,50,62,60,40,50.5,1.0,"monster, plant",,,,,,,,,,,0
Abomasnow,460,4,Sinnoh,grass,ice,white,,"Snow Warning, Soundproof",Frost Tree Pokémon,upright,,level,Snover,1,both,False,False,False,90,92,75,92,85,60,135.5,2.2,"monster, plant",,,,,,,,,,,0
Weavile,461,4,Sinnoh,dark,ice,black,,"Pressure, Pickpocket",Sharp Claw Pokémon,upright,,level,Sneasel,1,both,False,False,False,70,120,65,45,85,125,34.0,1.1,ground,"fast, atk","mustelid, weasel","claws, sneak, feathers",,thief,,,,,,1
Magnezone,462,4,Sinnoh,electric,steel,gray,,"Magnet Pull, Sturdy, Analytic",Magnet Area Pokémon,arms,,level,Magnemite,2,genderless,False,False,False,70,70,115,130,90,60,180.0,1.2,mineral,"spatk, tanky",,"magnets, ufo, float",,,,,,,,0
Lickilicky,463,4,Sinnoh,normal,,pink,,"Own Tempo, Oblivious, Cloud Nine",Licking Pokémon,humanoid,,level,Lickitung,1,both,False,False,False,110,85,95,80,95,50,140.0,1.7,monster,tanky,,,,,,,,,,0
Rhyperior,464,4,Sinnoh,ground,rock,gray,,"Lightning Rod, Solid Rock, Reckless",Drill Pokémon,upright,,trade,Rhyhorn,2,both,False,False,False,115,140,130,55,55,40,282.8,2.4,"monster, ground","atk, tanky, heavy","pachyderm, rhino","drills, armour",earthquake,,,,,,,1
Tangrowth,465,4,Sinnoh,grass,,blue,,"Chlorophyll, Leaf Guard, Regenerator",Vine Pokémon,humanoid,,level,Tangela,1,both,False,False,False,100,100,125,110,50,50,128.6,2.0,plant,tanky,,"vines, tangle",,,,,,,,0
Electivire,466,4,Sinnoh,electric,,yellow,,"Motor Drive, Vital Spirit",Thunderbolt Pokémon,upright,,trade,Elekid,2,both,False,False,False,75,123,67,95,85,95,138.6,1.8,humanshape,atk,,"tails, stripes, brawn",,,,,,,,0
Magmortar,467,4,Sinnoh,fire,,red,,"Flame Body, Vital Spirit",Blast Pokémon,upright,,trade,Magby,2,both,False,False,False,75,95,67,125,95,83,68.0,1.6,humanshape,spatk,,"cannons, flame",,,,,,,,0
Togekiss,468,4,Sinnoh,fairy,flying,white,,"Hustle, Serene Grace, Super Luck",Jubilee Pokémon,wings,,stone,Togepi,2,both,False,False,False,85,50,95,120,115,80,38.0,1.5,"flying, fairy",spatk,bird,"egg-wings, jubilee, grace",,,,,,,,1
Yanmega,469,4,Sinnoh,bug,flying,green,,"Speed Boost, Tinted Lens, Frisk",Ogre Darner Pokémon,bug-wings,,level,Yanma,1,both,False,False,False,86,76,86,116,56,95,51.5,1.9,bug,,,,,,,,,,,0
Leafeon,470,4,Sinnoh,grass,,green,,"Leaf Guard, Chlorophyll",Verdant Pokémon,quadruped,,level,Eevee,1,both,False,False,False,65,110,130,60,65,95,25.5,1.0,ground,tanky,,"leaf, sprout",,,,,,eeveelution,,1
Glaceon,471,4,Sinnoh,ice,,blue,,"Snow Cloak, Ice Body",Fresh Snow Pokémon,quadruped,,level,Eevee,1,both,False,False,False,65,60,110,130,95,65,25.9,0.8,ground,"spatk, tanky",,"frost, diamond-dust",,,,,,eeveelution,,1
Gliscor,472,4,Sinnoh,ground,flying,purple,,"Hyper Cutter, Sand Veil, Poison Heal",Fang Scorpion Pokémon,wings,,level,Gligar,1,both,False,False,False,75,95,125,45,75,95,42.5,2.0,bug,tanky,"chiropteran, bat, scorpion","fangs, wings, tail",,,,,,,,0
Mamoswine,473,4,Sinnoh,ice,ground,brown,,"Oblivious, Snow Cloak, Thick Fat",Twin Tusk Pokémon,quadruped,,level,Swinub,2,both,False,False,False,110,130,80,70,60,80,291.0,2.5,ground,"atk, heavy","proboscidean, mammoth","tusks, fur",earthquake,,,,,,,1
